"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","Class"
"3880",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"4"
"3881",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"4"
"3882",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,"3"
"3883",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,"4"
"3884",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"4"
"3885",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,"4"
"3886",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,"4"
"3887",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,"4"
"3888",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"4"
"3889",6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,"4"
"3890",6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,"4"
"3891",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,"3"
"3892",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,"3"
"3893",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,"3"
"3894",5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,"4"
"3895",7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,"4"
"3896",6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,"4"
"3897",7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,"4"
"3898",8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,"5"
"3899",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,"3"
"3900",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,"3"
"3901",4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,"2"
"3902",6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,"4"
"3903",5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,"4"
"3904",5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,"5"
"3905",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,"5"
"3906",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,"5"
"3907",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,"5"
"3908",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,"5"
"3909",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,"5"
"3910",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,"4"
"3911",7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,"4"
"3912",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,"5"
"3913",7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,"4"
"3914",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,"5"
"3915",4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,"5"
"3916",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,"4"
"3917",6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,"3"
"3918",6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,"5"
"3919",6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,"4"
"3920",7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,"4"
"3921",7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,"3"
"3922",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,"5"
"3923",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,"3"
"3924",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,"3"
"3925",8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,"3"
"3926",6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,"4"
"3927",6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,"3"
"3928",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,"3"
"3929",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,"3"
"3930",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,"4"
"3931",6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,"4"
"3932",6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,"6"
"3933",8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,"2"
"3934",7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,"4"
"3935",7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,"3"
"3936",5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,"4"
"3937",6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,"3"
"3938",8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,"4"
"3939",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,"4"
"3940",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,"3"
"3941",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,"3"
"3942",7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,"4"
"3943",6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,"4"
"3944",6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,"4"
"3945",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,"4"
"3946",6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,"4"
"3947",6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,"5"
"3948",5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,"3"
"3949",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,"3"
"3950",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,"3"
"3951",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,"3"
"3952",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,"4"
"3953",8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,"5"
"3954",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,"3"
"3955",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,"4"
"3956",5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,"3"
"3957",7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,"3"
"3958",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,"4"
"3959",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,"4"
"3960",6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,"4"
"3961",7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,"3"
"3962",7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,"5"
"3963",6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,"5"
"3964",7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,"3"
"3965",7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,"2"
"3966",5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,"4"
"3967",6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,"2"
"3968",6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,"4"
"3969",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,"4"
"3970",6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,"5"
"3971",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,"4"
"3972",6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,"4"
"3973",6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,"2"
"3974",6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,"4"
"3975",6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,"5"
"3976",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,"5"
"3977",6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,"4"
"3978",6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,"5"
"3979",6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,"4"
"3980",6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,"3"
"3981",6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,"5"
"3982",6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,"5"
"3983",5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,"4"
"3984",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,"5"
"3985",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"4"
"3986",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"4"
"3987",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,"4"
"3988",6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,"4"
"3989",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"4"
"3990",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,"4"
"3991",6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,"3"
"3992",6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,"5"
"3993",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,"5"
"3994",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,"5"
"3995",8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,"3"
"3996",6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,"5"
"3997",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,"5"
"3998",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"4"
"3999",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"4"
"4000",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"4"
"4001",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,"3"
"4002",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,"4"
"4003",6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,"4"
"4004",6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,"5"
"4005",6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,"4"
"4006",5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,"4"
"4007",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,"3"
"4008",6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,"4"
"4009",6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,"4"
"4010",7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,"4"
"4011",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,"5"
"4012",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,"4"
"4013",6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,"4"
"4014",6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,"4"
"4015",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,"3"
"4016",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,"3"
"4017",5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,"4"
"4018",6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,"4"
"4019",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,"3"
"4020",6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,"2"
"4021",7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,"3"
"4022",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,"3"
"4023",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,"4"
"4024",6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,"4"
"4025",6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,"4"
"4026",7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,"4"
"4027",6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,"3"
"4028",5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,"4"
"4029",6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,"4"
"4030",6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,"3"
"4031",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,"3"
"4032",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,"3"
"4033",7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,"4"
"4034",6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,"3"
"4035",6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,"4"
"4036",7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,"3"
"4037",7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,"3"
"4038",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,"3"
"4039",6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,"2"
"4040",6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,"3"
"4041",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,"3"
"4042",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"5"
"4043",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"5"
"4044",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"5"
"4045",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"5"
"4046",7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,"5"
"4047",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"4"
"4048",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"4"
"4049",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,"4"
"4050",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"5"
"4051",6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,"4"
"4052",6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,"3"
"4053",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"5"
"4054",7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,"5"
"4055",6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,"4"
"4056",6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,"3"
"4057",6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,"4"
"4058",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"4"
"4059",6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,"4"
"4060",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,"3"
"4061",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,"3"
"4062",7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,"4"
"4063",6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,"3"
"4064",5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,"3"
"4065",6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,"6"
"4066",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,"4"
"4067",6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,"3"
"4068",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,"4"
"4069",6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,"4"
"4070",6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,"3"
"4071",7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,"4"
"4072",7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,"5"
"4073",6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,"3"
"4074",6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,"2"
"4075",5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,"4"
"4076",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,"3"
"4077",5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,"4"
"4078",5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,"4"
"4079",5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,"4"
"4080",5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,"4"
"4081",5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,"4"
"4082",5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,"4"
"4083",6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,"3"
"4084",6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,"6"
"4085",7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,"4"
"4086",7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,"4"
"4087",6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,"4"
"4088",7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,"4"
"4089",6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,"4"
"4090",6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,"4"
"4091",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,"4"
"4092",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,"4"
"4093",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,"4"
"4094",6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,"5"
"4095",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,"4"
"4096",8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,"3"
"4097",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,"4"
"4098",6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,"3"
"4099",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,"4"
"4100",6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,"4"
"4101",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,"3"
"4102",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,"3"
"4103",5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,"5"
"4104",6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,"5"
"4105",6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,"5"
"4106",5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,"3"
"4107",6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,"4"
"4108",6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,"4"
"4109",5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,"4"
"4110",7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,"3"
"4111",5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,"4"
"4112",6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,"4"
"4113",6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,"4"
"4114",7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,"4"
"4115",7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,"4"
"4116",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,"4"
"4117",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,"4"
"4118",6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,"6"
"4119",6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,"5"
"4120",7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,"3"
"4121",6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,"4"
"4122",6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,"4"
"4123",6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,"4"
"4124",6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,"5"
"4125",6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,"3"
"4126",6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,"3"
"4127",6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,"3"
"4128",6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,"3"
"4129",6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,"5"
"4130",6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,"4"
"4131",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,"3"
"4132",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,"3"
"4133",5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,"4"
"4134",6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,"4"
"4135",5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,"3"
"4136",5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,"4"
"4137",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,"3"
"4138",6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,"4"
"4139",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,"5"
"4140",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"4"
"4141",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"4"
"4142",5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,"4"
"4143",6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,"4"
"4144",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"4"
"4145",6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,"4"
"4146",7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,"5"
"4147",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,"5"
"4148",6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,"4"
"4149",5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,"5"
"4150",7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,"3"
"4151",7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,"4"
"4152",6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,"4"
"4153",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,"3"
"4154",6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,"3"
"4155",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,"3"
"4156",6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,"3"
"4157",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,"5"
"4158",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,"5"
"4159",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,"5"
"4160",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,"5"
"4161",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,"5"
"4162",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,"5"
"4163",7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,"3"
"4164",7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,"3"
"4165",6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,"5"
"4166",5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,"5"
"4167",6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,"6"
